station_abbr;reference_timestamp;ths200y0;ths2dyyn;ths2dyyx;th9120yv;th91dnyv;th91dxyv;pva2hsy0;pv9120yv;rhsdryyx;phsstay0;ph9120yv;rhs001yx;fhs010y0;fh9120yv;rhs150y0;rh9120yv;ghs000y0;gh9120yv;shs000y0;sh9120yv;xhs000y0;xhs00oy0;xhs012y0;rhs001y0;thl200yn;thl200yx;ths00ny0;ths25xy0;ths00xy0;ths20ny0;ths30xy0;ths35xy0
OTL;01.01.2005 00:00;12.4;8.8;16.8;-0.5;-0.5;-0.4;9.9;-0.5;33;972.5;0.5;4;1.4;100;1057.7;57;164;103;139502;104;2513.5;356.9;1121.5;76;-6.3;32;65;78;1;13;14;0
OTL;01.01.2006 00:00;13;9.3;17.4;0.1;0;0.2;10.3;-0.1;25;973.1;1.1;5;1.3;93;1629;88;162;102;138812;104;2314.8;401.5;1034.8;81;-4.7;34.4;40;78;1;20;29;0
OTL;01.01.2007 00:00;13.5;9.7;18;0.6;0.4;0.8;10.1;-0.3;29;972.1;0.1;5;1.4;100;1503.8;81;168;106;145255;109;2053.5;307.9;773.5;81;-3.3;32;12;82;0;4;12;0
OTL;01.01.2008 00:00;12.5;9;16.7;-0.4;-0.3;-0.5;10.6;0.2;33;972;0;11;1.3;93;2347.1;127;152;96;128121;96;2314.8;278.1;962.8;122;-5.2;31.2;26;66;1;7;5;0
OTL;01.01.2009 00:00;13;9.3;17.4;0.1;0;0.2;10.4;0;21;970.5;-1.5;5;1.3;93;2106;114;164;103;140134;105;2421.8;387.7;1029.8;91;-5.6;31.2;30;92;0;7;9;0
OTL;01.01.2010 00:00;11.9;8.5;15.9;-1;-0.8;-1.3;10.1;-0.3;25;969;-3;8;1.3;93;2019.8;109;152;96;124396;93;2808.5;352.3;1256.5;117;-5.4;32.6;55;72;2;15;17;0
OTL;01.01.2011 00:00;13.4;9.7;18;0.5;0.4;0.8;10.5;0.1;35;973.7;1.7;8;1.3;93;1578.3;85;164;103;145840;109;2226.1;355.3;898.1;82;-3.8;32.5;14;93;0;9;11;0
OTL;01.01.2012 00:00;13.1;9.3;17.6;0.2;0;0.4;10.5;0.1;31;971.8;-0.2;6;1.3;93;1862.9;100;158;99;135065;101;2316.1;422.7;996.1;112;-9.5;33.9;33;96;8;13;21;0
OTL;01.01.2013 00:00;12.7;9.2;16.9;-0.2;-0.1;-0.3;10.3;-0.1;26;970.9;-1.1;8;1.4;100;1947.3;105;156;98;128235;96;2443.3;385.6;1027.3;117;-3.6;33.5;27;87;1;11;19;0
OTL;01.01.2014 00:00;13.3;9.9;17.4;0.4;0.6;0.2;11;0.6;22;971.1;-0.9;10;1.3;93;2781.4;150;153;96;120285;90;1991.6;203.3;759.6;142;-1.3;32.2;9;55;0;2;7;0
OTL;01.01.2015 00:00;13.8;10.1;18.3;0.9;0.8;1.1;10.6;0.2;64;974.1;2.1;11;1.4;100;1344.5;72;162;102;142904;107;2017.7;469.1;769.7;90;-1.7;36.8;9;81;0;29;38;2
OTL;01.01.2016 00:00;13.2;9.8;17.5;0.3;0.5;0.3;10.7;0.3;25;972.7;0.7;9;1.4;100;1619.9;87;158;99;130952;98;2250.9;383.8;842.9;116;-2.9;31.8;9;84;0;8;10;0
OTL;01.01.2017 00:00;13.4;9.6;18;0.5;0.3;0.8;10.1;-0.3;34;973.3;1.3;6;1.4;100;1685.5;91;169;106;147637;110;2168.6;460.9;936.6;82;-3.5;34.5;32;93;0;25;18;0
OTL;01.01.2018 00:00;13.8;10.2;18.2;0.9;0.9;1;11.4;1;22;971.8;-0.2;17;1.4;100;1465.6;79;166;105;133604;100;2253.3;535.5;941.3;115;-7.5;35;13;116;0;18;38;1
OTL;01.01.2019 00:00;13.8;10;18.3;0.9;0.7;1.1;10.7;0.3;23;971.7;-0.3;7;1.4;100;1867.9;101;163;103;139025;104;2016.6;464.7;760.6;100;-2.4;35.5;10;90;0;21;25;1
OTL;01.01.2020 00:00;13.7;10;18.3;0.8;0.7;1.1;10.6;0.2;27;973.2;1.2;8;1.4;100;1599.2;86;169;106;147144;110;2061.3;441.6;773.3;82;-1.8;34.4;7;91;0;17;24;0
OTL;01.01.2021 00:00;12.9;9.1;17.3;0;-0.2;0.1;10.1;-0.3;23;972.6;0.6;6;1.4;100;1611.6;87;165;104;141052;106;2351.3;339;927.3;100;-4.5;33.7;21;79;1;11;11;0
OTL;01.01.2022 00:00;14.4;10.5;19;1.5;1.2;1.8;10.6;0.2;32;973.9;1.9;5;1.4;100;1283;69;174;110;154648;116;2013.3;579.7;749.3;74;-2.2;34.9;11;110;0;29;40;0
OTL;01.01.2023 00:00;14.2;10.5;18.7;1.3;1.2;1.5;11;0.6;46;972;0;9;1.5;107;1809.8;98;165;104;140709;105;1908.7;470.2;692.7;94;-2.8;34.9;11;100;0;19;24;0
OTL;01.01.2024 00:00;13.9;10.4;18.1;1;1.1;0.9;11.2;0.8;23;972.6;0.6;9;1.3;93;1848.9;100;148;93;123757;93;1987.9;472.2;731.9;105;-1.9;34.7;8;83;0;34;38;0
